Student_ID,Age,Gender,Degree,Branch,CGPA,Internships,Projects,Coding_Skills,Communication_Skills,Aptitude_Test_Score,Soft_Skills_Rating,Certifications,Backlogs,Placement_Status
4201,23,Male,BCA,ECE,6.47,0,4,6,8,67,4,2,2,Not Placed
36650,18,Male,BCA,ME,7.31,0,3,3,5,74,4,1,0,Not Placed
24654,23,Female,B.Tech,CSE,6.69,0,4,8,5,82,7,3,0,Placed
34464,23,Male,B.Sc,ME,5.84,1,3,5,6,60,3,2,3,Not Placed
38799,23,Female,B.Sc,ME,6.74,1,4,7,8,77,4,2,1,Placed
42208,19,Female,B.Sc,ECE,6.52,0,2,2,4,69,7,1,0,Not Placed
8328,24,Male,BCA,CSE,8.72,3,5,9,7,100,4,3,0,Placed
21540,23,Female,BCA,ME,8.97,1,4,6,7,87,6,2,0,Placed
3584,20,Female,B.Tech,Civil,8.21,0,3,3,6,94,3,1,0,Not Placed
49307,19,Female,B.Tech,Civil,5.42,1,2,3,8,68,4,1,1,Not Placed
25768,23,Female,B.Tech,CSE,4.95,0,2,2,6,35,7,0,2,Not Placed
4053,22,Male,B.Tech,IT,5.27,0,3,6,5,63,5,2,1,Not Placed
25032,18,Female,B.Tech,ME,7.92,0,4,5,6,68,8,2,2,Not Placed
10829,18,Female,BCA,IT,6.35,0,3,4,4,58,7,1,3,Not Placed
23499,19,Male,B.Tech,Civil,7.7,2,4,6,4,96,5,2,0,Not Placed
49036,22,Female,B.Sc,IT,6.23,1,4,7,7,67,4,2,2,Not Placed
19697,19,Female,B.Tech,ECE,5.95,2,4,7,4,56,6,2,3,Not Placed
31330,23,Female,B.Sc,IT,7.65,2,5,8,3,87,5,3,0,Not Placed
36931,21,Male,B.Tech,ECE,7.26,0,4,6,6,69,5,2,2,Not Placed
4438,18,Male,MCA,Civil,5.97,0,2,2,6,65,5,1,2,Not Placed
17401,24,Male,MCA,IT,6.2,0,4,7,4,74,6,2,2,Not Placed
26982,21,Female,BCA,CSE,7.15,1,4,7,5,59,5,2,0,Placed
4320,20,Male,MCA,Civil,8.33,1,4,5,6,81,6,2,0,Placed
41306,21,Female,B.Sc,CSE,8.45,2,5,8,7,76,6,2,0,Placed
42590,18,Male,B.Sc,Civil,6.97,0,2,2,5,67,5,1,0,Not Placed
29281,23,Male,B.Tech,CSE,7.68,3,5,9,4,78,6,3,0,Not Placed
3798,19,Female,MCA,CSE,6.38,0,5,9,7,56,6,2,2,Not Placed
31534,20,Male,B.Tech,IT,7.94,1,4,6,5,85,5,2,2,Not Placed
24111,20,Male,BCA,Civil,7.79,3,5,8,5,90,6,3,0,Placed
10664,19,Female,B.Tech,CSE,6.29,1,4,6,5,70,4,2,1,Not Placed
9631,18,Female,B.Tech,Civil,6.53,1,4,6,4,64,5,2,0,Not Placed
34262,24,Male,B.Tech,ECE,6.26,0,4,6,5,47,5,2,2,Not Placed
21191,23,Female,MCA,ME,6.99,0,4,8,6,72,4,2,1,Placed
20783,23,Female,MCA,ECE,6.46,0,3,4,4,59,5,1,2,Not Placed
21448,23,Male,BCA,Civil,8.28,2,5,8,8,97,4,3,1,Placed
31861,21,Female,B.Sc,IT,8.02,0,4,6,6,80,6,2,1,Placed
45768,22,Female,BCA,ECE,5.83,0,3,4,6,65,6,1,3,Not Placed
22272,19,Male,B.Tech,ECE,7.04,2,4,7,5,76,7,2,2,Not Placed
31824,22,Female,B.Sc,ECE,8.4,3,5,9,4,92,4,3,0,Not Placed
18878,20,Female,MCA,Civil,6.08,1,2,1,6,51,5,0,3,Not Placed
24080,22,Female,B.Sc,IT,5.52,1,2,3,7,62,5,1,3,Not Placed
19941,22,Male,MCA,IT,7.23,1,5,9,5,74,8,3,2,Not Placed
11873,22,Male,B.Tech,CSE,7.23,1,4,6,3,78,4,2,0,Not Placed
31667,24,Female,B.Sc,Civil,7.34,0,3,3,9,66,7,1,1,Not Placed
30712,24,Female,BCA,Civil,8.07,0,4,6,5,66,5,2,0,Placed
14769,24,Female,B.Tech,CSE,8.43,3,5,8,7,87,5,3,0,Placed
31675,24,Male,B.Sc,ME,6.61,2,4,7,8,61,5,2,0,Placed
18737,24,Male,B.Sc,Civil,7.77,2,5,8,5,82,6,3,0,Placed
34256,23,Female,MCA,Civil,6.84,0,3,3,5,44,6,1,0,Not Placed
1795,22,Female,MCA,ECE,6.74,0,3,5,5,66,4,2,2,Not Placed
11166,21,Male,BCA,IT,6.89,0,3,4,9,71,4,1,0,Not Placed
35231,24,Female,B.Sc,ME,5.81,0,2,2,8,75,6,1,2,Not Placed
26813,24,Female,B.Tech,ECE,8.73,1,4,6,3,100,7,2,0,Not Placed
8820,19,Female,B.Tech,Civil,8.16,0,4,5,8,85,7,2,0,Placed
3557,19,Female,B.Sc,IT,7.34,2,5,8,7,62,5,2,0,Placed
38197,22,Male,B.Sc,ME,8.38,2,4,6,7,80,5,2,1,Placed
24944,18,Male,MCA,ECE,7.6,1,4,7,5,71,7,2,0,Placed
22937,19,Male,B.Sc,CSE,6.72,2,5,9,6,76,7,3,1,Placed
2505,21,Male,B.Sc,Civil,7.86,0,4,5,4,92,6,2,0,Not Placed
32526,18,Male,BCA,CSE,7.34,2,5,10,7,82,6,3,0,Placed
14989,24,Female,B.Tech,ME,5.84,0,3,4,6,66,5,1,3,Not Placed
36941,18,Male,BCA,ECE,8,1,5,9,7,75,3,3,0,Placed
41000,22,Female,BCA,Civil,4.5,0,2,3,7,50,4,1,3,Not Placed
40460,23,Female,B.Sc,CSE,5.88,2,3,6,4,56,4,2,1,Not Placed
36069,23,Male,B.Tech,CSE,7.97,2,5,8,5,88,6,3,1,Placed
35799,20,Male,MCA,Civil,6.42,2,4,6,2,64,5,2,1,Not Placed
6488,23,Male,MCA,ME,8.44,3,5,7,5,85,8,2,0,Placed
44397,24,Male,B.Tech,ECE,6.11,1,2,2,7,69,7,1,1,Not Placed
48001,23,Female,BCA,IT,7.03,2,5,8,5,84,7,3,0,Placed
46641,23,Male,B.Sc,ECE,6.8,0,3,5,6,53,4,1,0,Not Placed
22002,24,Male,B.Tech,Civil,6.23,0,2,2,6,81,6,1,1,Not Placed
26121,18,Female,MCA,IT,6.97,1,3,5,6,51,5,1,0,Not Placed
17890,21,Male,BCA,ECE,8.51,1,5,8,4,98,4,3,0,Not Placed
10399,22,Female,B.Sc,ME,6.65,1,4,6,6,73,5,2,0,Placed
22192,18,Male,B.Tech,IT,7.26,2,4,6,5,55,6,2,0,Placed
33298,19,Female,MCA,ECE,6.64,1,4,6,6,57,7,2,1,Placed
20858,18,Female,BCA,CSE,8.72,1,6,10,4,100,6,3,0,Not Placed
5948,19,Female,MCA,ECE,8.57,0,4,6,3,99,6,2,0,Not Placed
21436,24,Female,B.Sc,Civil,6.88,0,3,3,7,76,7,1,0,Not Placed
22529,22,Female,MCA,ECE,6.29,0,3,4,4,56,3,1,1,Not Placed
41157,22,Female,B.Tech,Civil,8.48,2,4,6,7,83,4,2,0,Placed
8574,19,Male,MCA,ME,6.06,0,4,6,5,71,4,2,1,Not Placed
19021,21,Male,B.Sc,CSE,8.24,2,5,7,8,81,4,2,1,Placed
44019,21,Female,B.Sc,ECE,4.92,2,3,5,5,40,6,1,1,Not Placed
43908,21,Male,MCA,CSE,7.52,2,4,6,6,64,4,2,2,Not Placed
221,24,Male,B.Tech,IT,6.01,0,4,6,5,63,3,2,2,Not Placed
13647,18,Male,B.Sc,ECE,5.78,0,4,7,4,43,6,2,2,Not Placed
36110,19,Male,MCA,CSE,8.79,2,6,10,6,74,4,3,0,Placed
33094,24,Female,B.Tech,ME,7.46,1,3,4,5,73,5,1,1,Not Placed
37892,20,Female,BCA,ECE,8,1,5,8,8,74,5,2,1,Placed
10000,23,Female,B.Tech,ME,5.93,0,3,5,3,62,4,2,3,Not Placed
4509,18,Female,MCA,Civil,8.13,2,4,5,6,85,4,2,0,Placed
43033,18,Female,B.Tech,IT,7.89,1,4,7,6,76,5,2,0,Placed
40702,24,Male,MCA,IT,6.87,1,4,6,7,69,7,2,0,Placed
23743,20,Female,B.Sc,IT,6.86,0,3,5,4,90,5,2,0,Not Placed
2671,24,Female,B.Tech,IT,6.42,1,4,7,4,77,6,2,1,Not Placed
16967,19,Female,B.Tech,ME,6.9,2,4,6,10,46,8,2,0,Not Placed
46147,18,Female,B.Tech,Civil,5.72,0,3,4,5,86,8,2,2,Not Placed
44638,23,Female,B.Sc,IT,7.64,2,5,9,5,54,5,2,2,Not Placed
37150,21,Male,MCA,Civil,6.09,0,2,1,4,47,7,0,1,Not Placed
41535,18,Male,MCA,CSE,7.66,1,5,10,5,78,5,3,0,Placed
10623,20,Male,B.Sc,ECE,7.79,1,5,9,6,78,6,3,2,Not Placed
8787,24,Female,BCA,Civil,5.43,0,3,4,7,62,5,1,1,Not Placed
38545,23,Female,B.Sc,CSE,6.63,1,3,5,5,79,5,2,0,Placed
22221,23,Male,MCA,CSE,6.84,0,4,8,4,68,5,2,0,Not Placed
29810,23,Male,B.Tech,CSE,6.33,2,4,8,5,57,6,2,1,Not Placed
26424,18,Female,B.Sc,ECE,6.96,0,4,6,4,77,4,2,1,Not Placed
49487,21,Male,B.Tech,ME,6.43,0,3,4,7,68,5,1,3,Not Placed
32590,19,Male,B.Sc,ME,6.18,1,3,3,5,70,7,1,1,Not Placed
47441,23,Female,BCA,ECE,6.05,0,3,3,6,58,6,1,1,Not Placed
5242,19,Male,BCA,ME,7.39,0,3,4,4,76,5,1,0,Not Placed
41370,22,Female,BCA,IT,6.16,0,3,3,7,47,4,1,2,Not Placed
10817,21,Female,BCA,ME,6.73,0,5,9,6,94,5,3,2,Not Placed
17058,20,Male,BCA,ECE,6.7,0,4,6,5,67,7,2,0,Placed
8315,20,Female,MCA,Civil,6.95,0,4,6,5,59,6,2,0,Placed
4911,20,Female,B.Sc,CSE,5.36,1,3,5,5,54,3,1,2,Not Placed
39181,24,Male,B.Tech,CSE,5.99,0,3,6,4,61,5,2,2,Not Placed
12279,18,Male,BCA,ME,8.08,1,5,9,5,83,8,3,0,Placed
44875,20,Male,BCA,ECE,9.15,1,4,5,4,100,3,2,0,Not Placed
23217,18,Female,B.Sc,CSE,7.96,3,5,10,3,72,7,3,0,Not Placed
42341,23,Male,BCA,ECE,8.66,3,5,8,5,100,3,3,0,Placed
40953,23,Female,BCA,ME,6.42,0,3,4,7,58,4,1,2,Not Placed
2317,22,Female,B.Sc,ME,7.55,2,4,6,5,77,6,2,0,Placed
42287,23,Female,B.Sc,ECE,7.23,1,4,6,3,73,3,2,0,Not Placed
1715,20,Female,B.Sc,IT,7.84,1,5,9,5,52,6,2,0,Not Placed
1222,23,Male,B.Sc,CSE,5.7,0,4,9,5,50,8,2,2,Not Placed
8256,22,Male,B.Tech,CSE,7.87,2,5,10,5,78,6,3,0,Placed
32861,19,Male,MCA,CSE,8.31,2,6,10,4,88,7,3,0,Not Placed
28772,23,Female,B.Sc,Civil,7.19,0,3,4,5,78,4,1,1,Not Placed
26176,18,Male,MCA,Civil,7.26,0,3,4,5,65,6,1,0,Not Placed
32235,21,Male,B.Sc,CSE,7.09,1,3,4,4,67,4,1,0,Not Placed
13064,24,Female,B.Tech,ME,7.61,1,4,7,4,77,4,2,2,Not Placed
45851,23,Female,MCA,IT,6.86,2,4,8,8,54,8,2,0,Not Placed
44643,18,Male,MCA,ECE,5.99,2,4,7,3,62,6,2,1,Not Placed
48644,23,Female,MCA,IT,6.37,0,4,6,6,63,7,2,2,Not Placed
44993,20,Male,BCA,CSE,6.03,0,3,5,7,65,5,2,3,Not Placed
15463,22,Female,BCA,Civil,7,1,4,5,7,59,8,1,2,Not Placed
11815,20,Female,MCA,ME,6.93,0,3,4,6,58,6,1,0,Not Placed
19165,24,Female,MCA,CSE,7.84,1,4,7,5,87,5,2,1,Placed
22678,24,Male,MCA,IT,6.97,0,5,9,5,80,7,3,0,Placed
23749,20,Female,B.Sc,CSE,6.27,0,4,6,8,55,6,2,3,Not Placed
4687,24,Male,BCA,IT,6.48,1,3,5,5,71,6,2,1,Not Placed
5038,22,Female,B.Tech,IT,6.26,2,4,7,7,59,6,2,3,Not Placed
47952,24,Female,B.Sc,ECE,6.27,1,3,4,4,48,5,1,1,Not Placed
40044,21,Male,B.Tech,ME,4.67,0,2,3,5,49,5,1,1,Not Placed
40511,19,Male,B.Tech,Civil,5.99,0,2,2,2,48,6,1,1,Not Placed
28244,19,Male,B.Tech,ECE,6.34,0,3,4,5,76,4,1,2,Not Placed
5277,18,Female,BCA,ECE,6.27,1,4,7,6,42,5,2,2,Not Placed
43843,21,Male,MCA,Civil,7.95,0,4,5,4,74,5,2,1,Not Placed
23163,18,Female,B.Tech,Civil,6.45,0,4,7,5,68,6,2,3,Not Placed
2711,20,Female,B.Tech,Civil,7.32,0,4,6,3,61,6,2,1,Not Placed
43733,21,Male,BCA,ECE,7.92,1,4,6,9,87,5,2,0,Placed
32374,23,Male,BCA,CSE,6.36,0,4,6,4,72,5,2,2,Not Placed
24951,20,Male,BCA,ME,6.13,1,4,7,7,58,8,2,3,Not Placed
32405,19,Male,BCA,Civil,8,1,4,6,6,72,7,2,0,Placed
37780,18,Female,MCA,IT,8.84,1,6,10,6,79,5,3,0,Placed
9114,20,Male,B.Tech,IT,7.72,2,4,7,5,76,7,2,0,Placed
9107,18,Female,BCA,ME,6.87,0,3,4,8,62,5,1,0,Not Placed
11058,23,Female,B.Sc,ME,7.19,0,3,2,5,78,5,1,0,Not Placed
23584,21,Male,BCA,ME,8.18,1,4,6,3,82,3,2,0,Not Placed
37168,24,Female,BCA,ECE,5.93,1,3,6,9,57,6,2,1,Not Placed
1473,22,Female,B.Sc,CSE,7.87,3,5,10,3,72,7,3,0,Not Placed
35599,22,Female,BCA,Civil,7.47,0,3,3,4,75,7,1,1,Not Placed
43593,18,Female,B.Tech,Civil,6.28,0,3,3,6,51,5,1,2,Not Placed
33564,20,Female,B.Tech,ME,6.66,0,3,3,3,45,5,1,0,Not Placed
25564,19,Female,B.Sc,ECE,6.57,0,3,5,6,60,4,2,1,Placed
47134,18,Male,BCA,IT,6.63,1,3,5,8,57,7,1,1,Placed
42319,21,Male,MCA,ECE,6.4,0,2,2,5,61,5,1,1,Not Placed
3918,19,Female,BCA,Civil,6.8,0,3,4,4,63,6,1,2,Not Placed
16867,19,Male,B.Sc,IT,7.5,1,5,9,6,71,6,3,0,Placed
3823,19,Male,MCA,Civil,6.44,0,3,4,3,66,6,1,2,Not Placed
42632,19,Male,B.Sc,ECE,7.76,2,5,8,4,59,6,2,0,Not Placed
39126,19,Female,BCA,IT,6.94,0,4,7,4,59,7,2,0,Not Placed
13662,23,Female,BCA,CSE,6.48,1,4,8,4,78,6,2,1,Not Placed
39995,18,Male,MCA,IT,6.27,0,3,5,4,54,7,1,3,Not Placed
38096,21,Male,B.Sc,CSE,7.61,2,4,7,6,61,4,2,2,Not Placed
23051,19,Female,MCA,ECE,7.15,2,5,8,7,70,5,2,2,Not Placed
38659,21,Female,B.Tech,IT,4.96,0,2,3,7,71,5,1,2,Not Placed
47212,20,Female,MCA,ME,7.86,0,4,5,5,69,6,2,0,Placed
14160,19,Male,BCA,ECE,6.94,0,3,5,6,71,7,2,0,Placed
32701,19,Male,B.Tech,ME,8.83,0,4,4,5,83,6,2,0,Not Placed
23653,24,Male,B.Sc,ECE,7.23,0,4,5,3,52,6,1,0,Not Placed
47785,20,Male,MCA,IT,7.15,0,4,6,6,76,7,2,0,Placed
44491,22,Female,MCA,CSE,6.75,0,4,7,5,57,6,2,0,Placed
8316,21,Female,MCA,ECE,5.49,0,3,5,5,56,6,1,1,Not Placed
13844,21,Male,B.Tech,ME,8.65,0,4,6,5,70,6,2,0,Placed
20857,18,Male,B.Sc,Civil,7.68,0,3,4,7,82,6,2,0,Not Placed
49647,21,Female,MCA,IT,5.68,0,3,5,4,56,4,1,2,Not Placed
13299,19,Female,B.Tech,ME,6.98,0,3,5,6,50,5,1,0,Not Placed
4759,23,Male,BCA,Civil,4.59,0,2,4,6,45,5,1,2,Not Placed
6373,19,Female,BCA,CSE,7.7,2,5,8,4,73,8,2,1,Not Placed
19188,18,Male,B.Sc,IT,8.69,0,4,6,5,89,5,2,0,Placed
2014,22,Male,B.Sc,Civil,6.13,2,3,5,5,68,4,2,3,Not Placed
24028,20,Female,B.Tech,IT,6.21,0,4,6,5,45,4,2,3,Not Placed
25989,22,Male,B.Sc,Civil,6.84,0,3,3,4,68,6,1,0,Not Placed
2154,20,Male,MCA,ME,7.48,1,4,5,5,71,8,2,0,Placed
48861,23,Female,B.Tech,CSE,7.13,1,5,9,8,73,4,3,2,Not Placed
3827,18,Female,BCA,ECE,8.49,1,5,8,5,90,6,3,0,Placed
13626,20,Male,MCA,CSE,6.01,0,4,6,8,56,5,2,2,Not Placed
22018,23,Male,B.Sc,ECE,5.83,0,3,4,6,50,4,1,2,Not Placed
541,23,Male,B.Sc,ME,8,0,4,4,4,75,6,1,0,Not Placed
27130,24,Female,B.Tech,Civil,7.56,0,3,3,4,85,6,1,0,Not Placed
40199,19,Female,BCA,ECE,7.5,0,4,6,8,67,5,2,0,Placed
40968,20,Female,B.Sc,Civil,7.26,0,4,5,4,89,5,2,1,Not Placed
25230,18,Female,BCA,IT,7.32,1,5,10,3,86,6,3,0,Not Placed
49489,21,Male,BCA,IT,7.9,0,4,5,6,76,6,2,0,Placed
41059,19,Male,BCA,ME,7.94,0,3,3,8,74,5,1,0,Not Placed
18626,19,Female,MCA,CSE,5.87,1,4,9,7,45,5,2,1,Not Placed
45991,21,Male,BCA,CSE,6.01,1,4,8,5,62,5,2,1,Not Placed
27791,24,Male,B.Tech,Civil,7.08,0,4,5,6,66,7,2,0,Placed
42942,19,Female,B.Sc,ECE,5.97,0,3,4,7,48,5,1,2,Not Placed
6560,18,Male,B.Sc,CSE,6.58,0,4,6,7,69,6,2,2,Not Placed
43545,20,Male,BCA,IT,7.43,0,4,6,7,71,5,2,0,Placed
19171,23,Male,MCA,Civil,6.09,1,3,4,5,50,4,1,3,Not Placed
7459,22,Female,B.Sc,ME,6.78,0,3,5,5,63,5,2,0,Placed
42189,19,Female,B.Sc,CSE,6.52,0,4,8,5,48,6,2,0,Not Placed
2399,24,Female,BCA,Civil,7.25,0,4,5,7,68,6,2,0,Placed
15212,18,Female,MCA,CSE,7.74,2,5,9,5,78,6,3,0,Placed
5269,23,Female,B.Sc,Civil,7.43,0,3,4,7,67,8,1,1,Not Placed
32667,23,Female,MCA,CSE,6.21,0,4,7,7,71,5,2,1,Not Placed
25036,22,Female,BCA,CSE,8.07,2,5,7,6,90,5,2,1,Placed
1748,20,Male,MCA,ME,6.41,1,4,6,6,65,5,2,1,Not Placed
32999,20,Male,MCA,CSE,6.6,0,2,2,5,62,5,1,0,Not Placed
4883,18,Male,BCA,CSE,7.77,3,5,8,5,91,5,3,0,Placed
19534,21,Female,BCA,IT,5.79,0,3,4,5,61,5,1,3,Not Placed
33771,22,Female,B.Sc,CSE,7.29,0,4,5,5,71,4,2,0,Placed
37231,24,Female,B.Tech,IT,8.15,2,5,7,5,88,5,2,0,Placed
27533,21,Male,BCA,Civil,8.67,0,4,6,6,97,6,2,0,Placed
2079,21,Male,BCA,IT,7.54,1,4,6,5,73,8,2,2,Not Placed
45003,22,Female,BCA,ME,8.2,0,4,6,7,74,4,2,0,Placed
28288,23,Female,B.Sc,ECE,5.68,0,3,6,7,55,8,2,2,Not Placed
14442,22,Female,BCA,CSE,6.58,1,3,5,3,57,5,1,1,Not Placed
18529,19,Male,B.Sc,CSE,7.37,1,4,7,6,84,5,2,2,Not Placed
49605,19,Male,B.Tech,CSE,6.53,1,3,5,7,72,2,2,1,Placed
40929,23,Male,B.Tech,CSE,4.88,0,2,3,6,60,4,1,2,Not Placed
12345,23,Female,MCA,ME,6.47,1,3,5,6,61,6,2,3,Not Placed
42455,19,Female,BCA,CSE,5.66,1,3,5,6,52,5,1,1,Not Placed
41038,23,Male,MCA,IT,6.37,2,3,5,6,72,5,2,2,Not Placed
1008,20,Male,B.Tech,CSE,7.06,2,4,7,6,71,8,2,0,Placed
45809,23,Male,MCA,ME,6.49,1,4,6,6,69,6,2,1,Not Placed
45435,21,Male,BCA,CSE,5.97,1,4,7,7,59,5,2,1,Not Placed
27484,23,Female,MCA,CSE,7.77,1,4,7,5,88,6,2,0,Placed
15761,23,Male,B.Tech,Civil,8.55,1,5,7,4,90,5,2,0,Not Placed
35409,19,Male,MCA,Civil,7.46,0,3,2,4,73,3,1,0,Not Placed
45827,22,Male,B.Sc,ECE,7.82,1,5,8,3,82,6,3,0,Not Placed
39509,23,Female,B.Tech,ECE,6.55,0,4,6,4,70,6,2,0,Not Placed
15165,23,Female,MCA,ME,6.51,0,4,6,9,60,7,2,1,Placed
38491,20,Female,MCA,CSE,6.52,1,4,7,6,63,4,2,0,Placed
6039,21,Male,BCA,ECE,6.58,0,4,6,6,67,5,2,1,Placed
24898,18,Male,B.Sc,Civil,7.42,1,4,5,4,76,6,2,0,Not Placed
39637,24,Male,BCA,IT,7.42,1,5,8,9,100,5,3,0,Placed
20998,20,Female,B.Tech,CSE,6.92,1,3,5,4,49,6,1,2,Not Placed
20280,18,Male,B.Sc,ME,7.73,1,5,8,3,69,5,2,0,Not Placed
14216,21,Male,MCA,Civil,5.55,1,3,5,5,48,6,1,3,Not Placed
34849,19,Male,B.Sc,Civil,7.01,0,3,4,10,69,5,1,2,Not Placed
22055,18,Male,MCA,Civil,7.07,0,4,6,6,55,3,2,0,Placed
35932,21,Male,MCA,ECE,7.96,1,5,8,5,89,6,3,0,Placed
34167,22,Male,MCA,ME,6.26,0,3,4,7,56,5,1,3,Not Placed
16204,22,Male,MCA,IT,6.7,0,4,8,8,66,6,2,2,Not Placed
1033,21,Male,B.Sc,IT,7.23,0,4,5,7,55,7,1,1,Placed
39898,20,Male,BCA,IT,9.09,2,6,9,8,97,6,3,1,Placed
10363,24,Male,BCA,Civil,5.95,0,2,1,3,60,5,1,2,Not Placed
45958,22,Male,B.Sc,ME,6.53,0,2,2,4,62,5,1,2,Not Placed
1171,19,Female,BCA,Civil,6.19,1,4,6,5,62,5,2,3,Not Placed
17131,24,Female,MCA,ME,7.04,0,4,5,5,64,4,2,0,Placed
49376,24,Female,B.Tech,CSE,6.29,0,3,5,7,63,4,2,2,Not Placed
25775,18,Male,MCA,Civil,8.32,0,4,5,5,92,6,2,0,Placed
23282,20,Male,B.Sc,Civil,7.14,0,3,4,5,76,5,1,0,Not Placed
21643,19,Male,B.Tech,ME,7.98,1,5,8,4,66,7,2,2,Not Placed
43098,18,Female,B.Tech,ECE,6.28,0,3,3,4,67,4,1,1,Not Placed
39732,20,Male,MCA,ME,7.87,1,4,7,8,62,8,2,1,Placed
12215,20,Female,B.Tech,ECE,5.74,0,2,2,6,55,5,1,3,Not Placed
18658,21,Female,MCA,Civil,5.16,0,3,6,7,42,7,2,2,Not Placed
9298,18,Female,MCA,ECE,5.39,1,2,2,5,64,3,1,1,Not Placed
21564,23,Male,BCA,IT,6.75,0,3,5,7,61,5,2,0,Placed
41026,18,Female,BCA,Civil,9.15,2,5,7,5,78,7,2,0,Placed
22077,23,Female,B.Tech,ECE,7.37,0,3,3,6,61,4,1,0,Not Placed
20547,24,Female,B.Tech,Civil,7.14,2,4,5,3,80,5,2,2,Not Placed
23498,22,Female,BCA,ECE,7.03,1,3,4,5,63,5,1,0,Not Placed
8395,21,Male,BCA,IT,5.99,0,3,4,4,68,3,1,2,Not Placed
23971,23,Female,B.Tech,Civil,5.47,0,3,5,5,57,5,1,3,Not Placed
13990,22,Female,B.Tech,IT,6.63,0,4,6,4,58,5,2,0,Not Placed
4474,21,Female,MCA,IT,9.14,1,5,7,5,100,5,3,0,Placed
48323,22,Female,BCA,IT,6.14,1,4,6,1,69,7,2,3,Not Placed
35116,20,Female,BCA,IT,6.89,0,4,7,7,68,5,2,0,Placed
11859,19,Male,B.Sc,ME,6.84,0,4,6,7,55,4,2,0,Placed
729,21,Female,B.Sc,Civil,7.19,1,4,5,5,65,6,2,1,Placed
21950,19,Male,BCA,CSE,7.03,1,4,6,4,84,8,2,0,Not Placed
21845,21,Female,B.Sc,ME,6.56,0,3,4,6,64,4,1,0,Not Placed
29335,21,Female,B.Sc,IT,6.84,2,4,7,6,55,7,2,0,Placed
47065,24,Male,MCA,ECE,7.35,1,3,3,6,50,5,1,2,Not Placed
16872,18,Female,B.Sc,ME,6.65,0,3,5,4,74,6,2,1,Not Placed
20325,20,Male,MCA,CSE,5.32,0,3,4,7,38,5,1,2,Not Placed
47349,20,Female,B.Sc,IT,7.3,0,4,6,6,66,5,2,1,Placed
5658,20,Male,B.Tech,IT,8.11,2,5,9,6,88,4,3,0,Placed
34510,18,Male,B.Sc,ECE,7.69,0,4,6,6,80,8,2,1,Placed
18978,22,Female,BCA,Civil,7.53,1,4,6,6,56,5,2,0,Placed
37965,20,Female,B.Sc,IT,6.54,0,3,5,6,63,6,2,0,Placed
5434,24,Female,MCA,Civil,7.02,2,4,6,5,76,4,2,0,Placed
25641,20,Female,B.Sc,ME,8.23,1,5,8,6,80,6,3,0,Placed
6237,23,Male,MCA,Civil,6.27,0,3,4,8,54,5,1,2,Not Placed
30189,22,Female,BCA,ECE,8.22,3,5,7,4,82,4,2,0,Not Placed
27623,23,Male,MCA,ECE,5.48,0,3,6,4,68,6,2,1,Not Placed
22326,24,Female,B.Tech,ME,7.72,0,4,5,6,72,5,2,1,Placed
38993,21,Male,B.Sc,Civil,7.24,1,4,7,6,70,3,2,0,Placed
45592,22,Female,B.Sc,Civil,6.51,0,4,8,4,44,7,2,1,Not Placed
18140,24,Female,B.Sc,ME,7.88,1,4,6,6,94,5,2,0,Placed
8883,18,Male,MCA,Civil,7.83,1,4,6,4,74,6,2,0,Not Placed
3916,22,Female,BCA,CSE,8.74,1,5,8,3,78,7,2,0,Not Placed
38358,20,Female,MCA,CSE,8.1,1,6,10,5,78,5,3,0,Placed
44555,23,Female,BCA,Civil,8.98,1,5,7,6,85,6,2,0,Placed
35764,22,Female,B.Tech,CSE,5.84,0,3,4,5,64,7,1,3,Not Placed
16708,18,Male,B.Tech,CSE,7.24,1,4,6,6,81,6,2,0,Placed
29435,21,Male,BCA,ECE,7.36,1,4,7,9,86,7,2,0,Placed
48092,18,Female,B.Tech,ECE,7.23,2,4,6,4,69,5,2,0,Not Placed
28903,21,Female,BCA,ECE,6.5,1,4,7,6,74,5,2,0,Placed
24559,23,Male,MCA,CSE,6.85,1,4,8,7,61,6,2,0,Placed
1709,24,Female,B.Tech,ME,7.9,0,3,4,6,71,6,1,0,Not Placed
24299,23,Male,B.Tech,ME,6.37,0,3,5,4,59,5,1,1,Not Placed
4061,18,Female,MCA,ECE,4.95,0,2,3,6,51,7,1,2,Not Placed
15452,18,Female,B.Sc,CSE,6.98,2,4,7,7,65,5,2,0,Placed
9201,18,Female,BCA,ME,5.87,0,2,3,5,52,7,1,1,Not Placed
29948,19,Male,B.Sc,ECE,7.46,2,4,6,8,81,5,2,2,Not Placed
27148,23,Female,BCA,IT,6.77,0,3,4,7,80,5,2,0,Not Placed
19425,24,Female,B.Sc,Civil,7.69,2,4,7,8,85,5,2,0,Placed
8625,22,Male,MCA,ME,7.47,0,3,4,2,70,4,1,1,Not Placed
35550,22,Female,B.Tech,ECE,7.2,2,4,6,6,72,6,2,0,Placed
42623,22,Male,BCA,IT,8.76,1,5,8,6,81,7,3,0,Placed
38409,21,Male,BCA,Civil,6.6,0,4,6,4,76,6,2,2,Not Placed
25977,23,Male,MCA,Civil,6.36,0,3,4,6,70,6,1,1,Not Placed
6296,21,Male,B.Sc,IT,6.93,0,4,6,4,63,6,2,0,Not Placed
47373,19,Male,MCA,Civil,7.97,0,4,5,6,66,5,2,2,Not Placed
